--- ==================================================================================================
--- Cuts                          Classifier   (  #signal, #backgr.)  Optimal-cut  S/sqrt(S+B)      NSig      NBkg   EffSig   EffBkg
--- --------------------------------------------------------------------------------------------------
--- l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.6389    0.0548548  5.964312  11816.07   0.9941   0.9847
--- GEta_l2Eta       BDTG:  (        6,    12000)      -0.4908    0.0559379  5.568987  9905.936   0.9282   0.8255
--- threeBodyPtOM_l2Eta       BDTG:  (        6,    12000)      -0.4797    0.0567573  5.584347  9675.003   0.9307   0.8063
--- comPhi_l2Eta       BDTG:  (        6,    12000)      -0.5880    0.0547643  5.997189  11986.24   0.9995   0.9989
--- bigTheta_l2Eta       BDTG:  (        6,    12000)      -0.4995    0.0566455  5.740064  10262.64   0.9567   0.8552
--- smallTheta_l2Eta       BDTG:  (        6,    12000)      -0.5896    0.0548632   5.99336  11927.79   0.9989    0.994
--- GEta_l1Eta       BDTG:  (        6,    12000)      -0.4727    0.0568611  5.493799  9329.522   0.9156   0.7775
--- l1Eta_threeBodyPtOM       BDTG:  (        6,    12000)      -0.3755     0.057568  5.167851  8053.394   0.8613   0.6711
--- comPhi_l1Eta       BDTG:  (        6,    12000)      -0.6821    0.0548259         6  11970.53        1   0.9975
--- bigTheta_l1Eta       BDTG:  (        6,    12000)      -0.5325    0.0567524  5.761905     10302   0.9603   0.8585
--- smallTheta_l1Eta       BDTG:  (        6,    12000)      -0.5453    0.0549924  5.905033  11524.36   0.9842   0.9604
--- GEta_threeBodyPtOM       BDTG:  (        6,    12000)      -0.3551    0.0571726  5.036258  7754.588   0.8394   0.6462
--- GEta_comPhi       BDTG:  (        6,    12000)      -0.6324    0.0549125  5.943227  11707.97   0.9905   0.9757
--- GEta_bigTheta       BDTG:  (        6,    12000)      -0.3975     0.057571  5.124051  7916.581    0.854   0.6597
--- smallTheta_GEta       BDTG:  (        6,    12000)      -0.6342    0.0548866   5.94147  11712.12   0.9902    0.976
--- comPhi_threeBodyPtOM       BDTG:  (        6,    12000)      -0.4569    0.0568037  5.598398  9707.881   0.9331    0.809
--- bigTheta_threeBodyPtOM       BDTG:  (        6,    12000)      -0.2867    0.0605106  4.861836  6450.763   0.8103   0.5376
--- smallTheta_threeBodyPtOM       BDTG:  (        6,    12000)      -0.4831    0.0569002  5.621675   9755.58   0.9369    0.813
--- bigTheta_comPhi       BDTG:  (        6,    12000)      -0.5307      0.05646  5.780963  10478.02   0.9635   0.8732
--- smallTheta_comPhi       BDTG:  (        6,    12000)      -0.5968    0.0547586         6     12000        1        1
--- smallTheta_bigTheta       BDTG:  (        6,    12000)      -0.4115    0.0568293  5.581713  9641.374   0.9303   0.8034
--- GEta_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.2933    0.0589663  5.000366  7186.103   0.8334   0.5988
--- l1Eta_threeBodyPtOM_l2Eta       BDTG:  (        6,    12000)      -0.4367    0.0573654  5.411822  8894.529    0.902   0.7412
--- comPhi_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.7151    0.0548574  5.993725  11931.77    0.999   0.9943
--- bigTheta_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.5141    0.0567001   5.72794  10199.66   0.9547     0.85
--- smallTheta_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.5739    0.0549725   5.89879  11508.31   0.9831    0.959
--- GEta_threeBodyPtOM_l2Eta       BDTG:  (        6,    12000)      -0.3579    0.0589379  5.107009  7503.236   0.8512   0.6253
--- GEta_comPhi_l2Eta       BDTG:  (        6,    12000)      -0.5208     0.056106  5.680987  10246.79   0.9468   0.8539
--- GEta_bigTheta_l2Eta       BDTG:  (        6,    12000)      -0.2576     0.058337  4.709869  6513.511    0.785   0.5428
--- smallTheta_l2Eta_GEta       BDTG:  (        6,    12000)      -0.3745    0.0561384   5.27771  8833.071   0.8796   0.7361
--- comPhi_threeBodyPtOM_l2Eta       BDTG:  (        6,    12000)      -0.4605     0.056834  5.579799  9633.178     0.93   0.8028
--- bigTheta_threeBodyPtOM_l2Eta       BDTG:  (        6,    12000)      -0.3924    0.0608955  5.273112  7493.043   0.8789   0.6244
--- smallTheta_threeBodyPtOM_l2Eta       BDTG:  (        6,    12000)      -0.4237    0.0570928  5.391326  8911.817   0.8986   0.7427
--- bigTheta_comPhi_l2Eta       BDTG:  (        6,    12000)      -0.4627    0.0568234  5.684936  10003.47   0.9475   0.8336
--- smallTheta_comPhi_l2Eta       BDTG:  (        6,    12000)      -0.4698    0.0548709  5.880933  11481.17   0.9802   0.9568
--- smallTheta_bigTheta_l2Eta       BDTG:  (        6,    12000)      -0.4018    0.0574512  5.538295  9287.426    0.923    0.774
--- GEta_l1Eta_threeBodyPtOM       BDTG:  (        6,    12000)      -0.2944    0.0600794  4.847069  6504.044   0.8078    0.542
--- GEta_comPhi_l1Eta       BDTG:  (        6,    12000)      -0.5614    0.0563642  5.785973  10531.94   0.9643   0.8777
--- GEta_bigTheta_l1Eta       BDTG:  (        6,    12000)      -0.3371    0.0589972  5.005174  7192.401   0.8342   0.5994
--- smallTheta_l1Eta_GEta       BDTG:  (        6,    12000)      -0.5273    0.0568044  5.689534  10026.35   0.9483   0.8355
--- comPhi_threeBodyPtOM_l1Eta       BDTG:  (        6,    12000)      -0.4406    0.0573336   5.42486  8947.376   0.9041   0.7456
--- bigTheta_threeBodyPtOM_l1Eta       BDTG:  (        6,    12000)      -0.1947    0.0614645  4.471926   5288.99   0.7453   0.4407
--- smallTheta_l1Eta_threeBodyPtOM       BDTG:  (        6,    12000)      -0.4071    0.0577373  5.249823  8262.303    0.875   0.6885
--- bigTheta_comPhi_l1Eta       BDTG:  (        6,    12000)      -0.4605    0.0568846  5.635653  9809.576   0.9393   0.8175
--- smallTheta_comPhi_l1Eta       BDTG:  (        6,    12000)      -0.5737    0.0548815  5.928333  11662.51   0.9881   0.9719
--- smallTheta_bigTheta_l1Eta       BDTG:  (        6,    12000)      -0.4011    0.0572178  5.395491    8886.6   0.8992   0.7405
--- GEta_comPhi_threeBodyPtOM       BDTG:  (        6,    12000)      -0.3566     0.057022  5.046725  7828.068   0.8411   0.6523
--- GEta_bigTheta_threeBodyPtOM       BDTG:  (        6,    12000)      -0.2081    0.0634973  4.353315  4695.991   0.7256   0.3913
--- smallTheta_threeBodyPtOM_GEta       BDTG:  (        6,    12000)      -0.3544    0.0575356  5.028022  7631.934    0.838    0.636
--- GEta_bigTheta_comPhi       BDTG:  (        6,    12000)      -0.4178    0.0574766  5.188736    8144.5   0.8648   0.6787
--- smallTheta_comPhi_GEta       BDTG:  (        6,    12000)      -0.6746    0.0548188  5.970938  11857.89   0.9952   0.9882
--- smallTheta_bigTheta_GEta       BDTG:  (        6,    12000)      -0.3276    0.0580567  4.884206  7072.675    0.814   0.5894
--- bigTheta_comPhi_threeBodyPtOM       BDTG:  (        6,    12000)      -0.3257    0.0603823  5.064088  7028.626    0.844   0.5857
--- smallTheta_comPhi_threeBodyPtOM       BDTG:  (        6,    12000)      -0.4488     0.056636  5.514639   9475.38   0.9191   0.7896
--- smallTheta_bigTheta_threeBodyPtOM       BDTG:  (        6,    12000)      -0.3118    0.0606984  4.998908  6777.596   0.8332   0.5648
--- smallTheta_bigTheta_comPhi       BDTG:  (        6,    12000)      -0.3578    0.0566911  5.382027  9007.466    0.897   0.7506
--- GEta_l1Eta_threeBodyPtOM_l2Eta       BDTG:  (        6,    12000)      -0.1743    0.0628785  4.431697   4963.05   0.7386   0.4136
--- GEta_comPhi_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.2847    0.0582754  4.946607  7200.213   0.8244      0.6
--- GEta_bigTheta_l1Eta_l2Eta       BDTG:  (        6,    12000)      -0.2379    0.0604092  4.706114  6064.327   0.7844   0.5054
--- smallTheta_l1Eta_l2Eta_GEta       BDTG:  (        6,    12000)      -0.4310    0.0585969  5.497966  8798.004   0.9163   0.7332
